Blender 4.3.2
Read blend: "/root/sidereal_spacetime/output/playwright/planet-reference-20260914/crystal-moon-1-r010/kit.blend"
Fra:1 Mem:32.23M (Peak 32.23M) | Time:00:00.01 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-planets--crystal-moon-1-connected-crystalline-body
Fra:1 Mem:33.14M (Peak 33.14M) | Time:00:00.01 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-0-panel-54-section-8-band-0
Fra:1 Mem:33.15M (Peak 33.15M) | Time:00:00.01 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-0-panel-59-section-10-band-1
Fra:1 Mem:33.15M (Peak 33.15M) | Time:00:00.01 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-0-panel-54-section-8-band-1
Fra:1 Mem:33.15M (Peak 33.15M) | Time:00:00.01 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-0-panel-59-section-10-band-0
Fra:1 Mem:33.15M (Peak 33.15M) | Time:00:00.01 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-0-panel-54-section-9-band-0
Fra:1 Mem:33.15M (Peak 33.15M) | Time:00:00.01 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-0-panel-57-section-8-band-1
Fra:1 Mem:33.15M (Peak 33.15M) | Time:00:00.01 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-0-panel-54-section-9-band-1
Fra:1 Mem:33.15M (Peak 33.15M) | Time:00:00.01 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-0-panel-57-section-8-band-0
Fra:1 Mem:33.15M (Peak 33.15M) | Time:00:00.01 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-0-panel-54-section-10-band-0
Fra:1 Mem:33.15M (Peak 33.15M) | Time:00:00.01 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-0-panel-57-section-7-band-1
Fra:1 Mem:33.15M (Peak 33.15M) | Time:00:00.01 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-0-panel-54-section-10-band-1
Fra:1 Mem:33.15M (Peak 33.15M) | Time:00:00.01 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-0-panel-57-section-7-band-0
Fra:1 Mem:33.16M (Peak 33.16M) | Time:00:00.01 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-0-panel-55-section-10-band-0
Fra:1 Mem:33.16M (Peak 33.16M) | Time:00:00.01 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-0-panel-57-section-6-band-0
Fra:1 Mem:33.16M (Peak 33.16M) | Time:00:00.01 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-0-panel-55-section-11-band-0
Fra:1 Mem:33.16M (Peak 33.16M) | Time:00:00.01 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-0-panel-56-section-6-band-0
Fra:1 Mem:33.16M (Peak 33.16M) | Time:00:00.01 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-0-panel-56-section-5-band-0
Fra:1 Mem:33.16M (Peak 33.16M) | Time:00:00.01 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-0-panel-56-section-4-band-0
Fra:1 Mem:33.16M (Peak 33.16M) | Time:00:00.01 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-0-panel-56-section-4-band-1
Fra:1 Mem:33.16M (Peak 33.16M) | Time:00:00.01 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Initializing
Fra:1 Mem:32.10M (Peak 33.16M) | Time:00:00.01 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Images | Loading Crystal9-material-7
Fra:1 Mem:32.62M (Peak 33.16M) | Time:00:00.01 | Mem:0.25M, Peak:0.25M | Scene, ViewLayer | Updating Images | Loading Crystal9-material-6
Fra:1 Mem:32.87M (Peak 33.16M) | Time:00:00.01 | Mem:0.50M, Peak:0.50M | Scene, ViewLayer | Updating Images | Loading Crystal9-roughness-0
Fra:1 Mem:33.12M (Peak 33.16M) | Time:00:00.01 | Mem:0.75M, Peak:0.75M | Scene, ViewLayer | Updating Images | Loading Crystal9-material-5
Fra:1 Mem:33.37M (Peak 33.37M) | Time:00:00.01 | Mem:1.00M, Peak:1.00M | Scene, ViewLayer | Updating Images | Loading Crystal9-material-1
Fra:1 Mem:33.62M (Peak 33.62M) | Time:00:00.01 | Mem:1.25M, Peak:1.25M | Scene, ViewLayer | Updating Images | Loading Crystal9-material-4
Fra:1 Mem:33.87M (Peak 33.87M) | Time:00:00.07 | Mem:1.50M, Peak:1.50M | Scene, ViewLayer | Updating Images | Loading Crystal9-material-3
Fra:1 Mem:34.12M (Peak 34.12M) | Time:00:00.07 | Mem:1.75M, Peak:1.75M | Scene, ViewLayer | Updating Images | Loading Crystal9-roughness-1
Fra:1 Mem:34.37M (Peak 34.37M) | Time:00:00.07 | Mem:2.00M, Peak:2.00M | Scene, ViewLayer | Updating Images | Loading Crystal9-roughness-2
Fra:1 Mem:34.62M (Peak 34.62M) | Time:00:00.07 | Mem:2.25M, Peak:2.25M | Scene, ViewLayer | Updating Images | Loading Crystal9-material-2
Fra:1 Mem:26.59M (Peak 34.62M) | Time:00:00.07 | Mem:2.75M, Peak:2.75M | Scene, ViewLayer | Waiting for render to start
Fra:1 Mem:26.59M (Peak 34.62M) | Time:00:00.07 | Mem:2.75M, Peak:2.75M | Scene, ViewLayer | Loading render kernels (may take a few minutes the first time)
Fra:1 Mem:26.59M (Peak 34.62M) | Time:00:00.07 | Mem:2.75M, Peak:2.75M | Scene, ViewLayer | Updating Scene
Fra:1 Mem:26.59M (Peak 34.62M) | Time:00:00.07 | Mem:2.75M, Peak:2.75M | Scene, ViewLayer | Updating Shaders
Fra:1 Mem:26.68M (Peak 34.62M) | Time:00:00.07 | Mem:2.76M, Peak:2.76M | Scene, ViewLayer | Updating Procedurals
Fra:1 Mem:26.68M (Peak 34.62M) | Time:00:00.07 | Mem:2.76M, Peak:2.76M | Scene, ViewLayer | Updating Background
Fra:1 Mem:26.68M (Peak 34.62M) | Time:00:00.07 | Mem:2.76M, Peak:2.76M | Scene, ViewLayer | Updating Camera
Fra:1 Mem:26.68M (Peak 34.62M) | Time:00:00.07 | Mem:2.76M, Peak:2.76M | Scene, ViewLayer | Updating Meshes Flags
Fra:1 Mem:26.68M (Peak 34.62M) | Time:00:00.07 | Mem:2.76M, Peak:2.76M | Scene, ViewLayer | Updating Objects
Fra:1 Mem:26.68M (Peak 34.62M) | Time:00:00.07 | Mem:2.76M, Peak:2.76M | Scene, ViewLayer | Updating Objects | Copying Transformations to device
Fra:1 Mem:26.75M (Peak 34.62M) | Time:00:00.07 | Mem:2.82M, Peak:2.82M | Scene, ViewLayer | Updating Objects | Applying Static Transformations
Fra:1 Mem:26.75M (Peak 34.62M) | Time:00:00.07 | Mem:2.82M, Peak:2.82M | Scene, ViewLayer | Updating Particle Systems
Fra:1 Mem:26.75M (Peak 34.62M) | Time:00:00.07 | Mem:2.82M, Peak:2.82M | Scene, ViewLayer | Updating Particle Systems | Copying Particles to device
Fra:1 Mem:26.75M (Peak 34.62M) | Time:00:00.07 | Mem:2.82M, Peak:2.82M | Scene, ViewLayer | Updating Meshes
Fra:1 Mem:26.83M (Peak 34.62M) | Time:00:00.07 | Mem:2.82M, Peak:2.82M | Scene, ViewLayer | Updating Mesh | Computing attributes
Fra:1 Mem:27.12M (Peak 34.62M) | Time:00:00.07 | Mem:2.84M, Peak:2.84M | Scene, ViewLayer | Updating Mesh | Copying Attributes to device
Fra:1 Mem:27.07M (Peak 34.62M) | Time:00:00.07 | Mem:3.06M, Peak:3.06M | Scene, ViewLayer | Updating Scene BVH | Building
Fra:1 Mem:27.07M (Peak 34.62M) | Time:00:00.07 | Mem:3.06M, Peak:3.06M | Scene, ViewLayer | Updating Scene BVH | Building BVH
Fra:1 Mem:27.07M (Peak 34.62M) | Time:00:00.08 | Mem:3.22M, Peak:3.22M | Scene, ViewLayer | Updating Scene BVH | Building BVH 0%
Fra:1 Mem:27.07M (Peak 34.62M) | Time:00:00.08 | Mem:3.38M, Peak:3.54M | Scene, ViewLayer | Updating Scene BVH | Copying BVH to device
Fra:1 Mem:27.07M (Peak 34.62M) | Time:00:00.08 | Mem:3.38M, Peak:3.54M | Scene, ViewLayer | Updating Mesh | Computing normals
Fra:1 Mem:27.43M (Peak 34.62M) | Time:00:00.08 | Mem:3.38M, Peak:3.54M | Scene, ViewLayer | Updating Mesh | Copying Mesh to device
Fra:1 Mem:27.43M (Peak 34.62M) | Time:00:00.08 | Mem:3.74M, Peak:3.74M | Scene, ViewLayer | Updating Objects Flags
Fra:1 Mem:27.43M (Peak 34.62M) | Time:00:00.08 | Mem:3.74M, Peak:3.74M | Scene, ViewLayer | Updating Primitive Offsets
Fra:1 Mem:27.43M (Peak 34.62M) | Time:00:00.08 | Mem:3.74M, Peak:3.74M | Scene, ViewLayer | Updating Images
Fra:1 Mem:27.43M (Peak 34.62M) | Time:00:00.08 | Mem:3.74M, Peak:3.74M | Scene, ViewLayer | Updating Camera Volume
Fra:1 Mem:27.43M (Peak 34.62M) | Time:00:00.08 | Mem:3.74M, Peak:3.74M | Scene, ViewLayer | Updating Lookup Tables
Fra:1 Mem:27.43M (Peak 34.62M) | Time:00:00.08 | Mem:3.82M, Peak:3.82M | Scene, ViewLayer | Updating Lights
Fra:1 Mem:27.43M (Peak 34.62M) | Time:00:00.08 | Mem:3.82M, Peak:3.82M | Scene, ViewLayer | Updating Lights | Computing tree
Fra:1 Mem:27.57M (Peak 34.62M) | Time:00:00.08 | Mem:3.97M, Peak:3.97M | Scene, ViewLayer | Updating Integrator
Fra:1 Mem:27.57M (Peak 34.62M) | Time:00:00.08 | Mem:3.97M, Peak:3.97M | Scene, ViewLayer | Updating Film
Fra:1 Mem:27.58M (Peak 34.62M) | Time:00:00.08 | Mem:3.89M, Peak:3.97M | Scene, ViewLayer | Updating Lookup Tables
Fra:1 Mem:27.58M (Peak 34.62M) | Time:00:00.08 | Mem:3.97M, Peak:3.97M | Scene, ViewLayer | Updating Baking
Fra:1 Mem:27.58M (Peak 34.62M) | Time:00:00.08 | Mem:3.97M, Peak:3.97M | Scene, ViewLayer | Updating Device | Writing constant memory
Fra:1 Mem:27.58M (Peak 34.62M) | Time:00:00.08 | Mem:3.97M, Peak:3.97M | Scene, ViewLayer | Sample 0/32
Fra:1 Mem:27.80M (Peak 34.62M) | Time:00:00.08 | Remaining:00:00.12 | Mem:4.19M, Peak:4.19M | Scene, ViewLayer | Sample 1/32
Fra:1 Mem:27.89M (Peak 34.62M) | Time:00:00.19 | Mem:4.19M, Peak:4.19M | Scene, ViewLayer | Sample 32/32
Fra:1 Mem:27.89M (Peak 34.62M) | Time:00:00.19 | Mem:4.19M, Peak:4.19M | Scene, ViewLayer | Finished
Saved: '/root/sidereal_spacetime/output/playwright/planet-reference-20260914/crystal-moons-r010-parity/moon-1-gltf-front-faces-only-reference-scale.png'
Time: 00:00.19 (Saving: 00:00.00)

Read blend: "/root/sidereal_spacetime/output/playwright/planet-reference-20260914/crystal-moon-2-r010/kit.blend"
Fra:1 Mem:22.54M (Peak 22.54M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-planets--crystal-moon-2-connected-crystalline-body
Fra:1 Mem:22.68M (Peak 22.68M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-2-panel-1-section-5-band-2
Fra:1 Mem:22.68M (Peak 22.68M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-2-panel-1-section-6-band-0
Fra:1 Mem:22.68M (Peak 22.68M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-2-panel-1-section-6-band-1
Fra:1 Mem:22.69M (Peak 22.69M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-2-panel-1-section-6-band-2
Fra:1 Mem:22.69M (Peak 22.69M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-2-panel-1-section-7-band-0
Fra:1 Mem:22.69M (Peak 22.69M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-2-panel-1-section-7-band-1
Fra:1 Mem:22.69M (Peak 22.69M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-2-panel-1-section-7-band-2
Fra:1 Mem:22.69M (Peak 22.69M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-2-panel-1-section-8-band-0
Fra:1 Mem:22.70M (Peak 22.70M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-2-panel-1-section-8-band-1
Fra:1 Mem:22.70M (Peak 22.70M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-2-panel-1-section-8-band-2
Fra:1 Mem:22.70M (Peak 22.70M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-1-panel-2-section-12-band-2
Fra:1 Mem:22.70M (Peak 22.70M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-1-panel-2-section-13-band-1
Fra:1 Mem:22.70M (Peak 22.70M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-1-panel-2-section-13-band-2
Fra:1 Mem:22.71M (Peak 22.71M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-1-panel-2-section-1-band-0
Fra:1 Mem:22.71M (Peak 22.71M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-1-panel-2-section-1-band-1
Fra:1 Mem:22.71M (Peak 22.71M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-1-panel-2-section-1-band-2
Fra:1 Mem:22.71M (Peak 22.71M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-1-panel-2-section-2-band-0
Fra:1 Mem:22.72M (Peak 22.72M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-1-panel-2-section-2-band-1
Fra:1 Mem:22.72M (Peak 22.72M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-1-panel-2-section-2-band-2
Fra:1 Mem:22.72M (Peak 22.72M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-1-panel-2-section-3-band-0
Fra:1 Mem:22.72M (Peak 22.72M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-1-panel-2-section-3-band-1
Fra:1 Mem:22.72M (Peak 22.72M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-1-panel-2-section-3-band-2
Fra:1 Mem:22.73M (Peak 22.73M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-1-panel-2-section-4-band-0
Fra:1 Mem:22.73M (Peak 22.73M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-1-panel-2-section-4-band-1
Fra:1 Mem:22.73M (Peak 22.73M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-1-panel-2-section-4-band-2
Fra:1 Mem:22.73M (Peak 22.73M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-1-panel-4-section-11-band-0
Fra:1 Mem:22.73M (Peak 22.73M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-1-panel-4-section-11-band-1
Fra:1 Mem:22.74M (Peak 22.74M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-1-panel-4-section-11-band-2
Fra:1 Mem:22.74M (Peak 22.74M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-1-panel-4-section-14-band-1
Fra:1 Mem:22.74M (Peak 22.74M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-1-panel-4-section-14-band-2
Fra:1 Mem:22.74M (Peak 22.74M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-0-panel-5-section-1-band-0
Fra:1 Mem:22.75M (Peak 22.75M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-0-panel-5-section-1-band-1
Fra:1 Mem:22.75M (Peak 22.75M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-0-panel-5-section-2-band-0
Fra:1 Mem:22.75M (Peak 22.75M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-0-panel-5-section-2-band-1
Fra:1 Mem:22.75M (Peak 22.75M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-0-panel-5-section-2-band-2
Fra:1 Mem:22.75M (Peak 22.75M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-0-panel-25-section-15-band-2
Fra:1 Mem:22.75M (Peak 22.75M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-0-panel-5-section-3-band-0
Fra:1 Mem:22.76M (Peak 22.76M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-0-panel-25-section-14-band-2
Fra:1 Mem:22.76M (Peak 22.76M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-0-panel-5-section-3-band-1
Fra:1 Mem:22.76M (Peak 22.76M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-0-panel-25-section-11-band-2
Fra:1 Mem:22.78M (Peak 22.78M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-0-panel-5-section-3-band-2
Fra:1 Mem:22.76M (Peak 22.78M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-0-panel-25-section-10-band-2
Fra:1 Mem:22.77M (Peak 22.78M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-0-panel-5-section-4-band-1
Fra:1 Mem:22.77M (Peak 22.78M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-0-panel-23-section-15-band-2
Fra:1 Mem:22.77M (Peak 22.78M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-0-panel-5-section-4-band-2
Fra:1 Mem:22.77M (Peak 22.78M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-0-panel-23-section-14-band-2
Fra:1 Mem:22.77M (Peak 22.78M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-0-panel-5-section-5-band-1
Fra:1 Mem:22.77M (Peak 22.78M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-0-panel-23-section-14-band-1
Fra:1 Mem:22.78M (Peak 22.78M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-1-panel-6-section-10-band-0
Fra:1 Mem:22.78M (Peak 22.78M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-0-panel-23-section-11-band-1
Fra:1 Mem:22.78M (Peak 22.78M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-1-panel-6-section-11-band-0
Fra:1 Mem:22.78M (Peak 22.78M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-0-panel-23-section-11-band-0
Fra:1 Mem:22.79M (Peak 22.79M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-1-panel-6-section-14-band-0
Fra:1 Mem:22.79M (Peak 22.79M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-0-panel-23-section-10-band-0
Fra:1 Mem:22.79M (Peak 22.79M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-1-panel-6-section-14-band-1
Fra:1 Mem:22.79M (Peak 22.79M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-2-panel-22-section-10-band-0
Fra:1 Mem:22.79M (Peak 22.79M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-1-panel-6-section-15-band-1
Fra:1 Mem:22.79M (Peak 22.79M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-2-panel-22-section-9-band-0
Fra:1 Mem:22.79M (Peak 22.79M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-1-panel-6-section-15-band-2
Fra:1 Mem:22.80M (Peak 22.80M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-2-panel-22-section-8-band-0
Fra:1 Mem:22.80M (Peak 22.80M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-0-panel-7-section-4-band-2
Fra:1 Mem:22.80M (Peak 22.80M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-2-panel-22-section-7-band-0
Fra:1 Mem:22.80M (Peak 22.80M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-0-panel-21-section-11-band-2
Fra:1 Mem:22.80M (Peak 22.80M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-0-panel-7-section-5-band-1
Fra:1 Mem:22.80M (Peak 22.80M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-0-panel-21-section-10-band-2
Fra:1 Mem:22.80M (Peak 22.80M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-0-panel-7-section-5-band-2
Fra:1 Mem:22.80M (Peak 22.80M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-0-panel-21-section-10-band-1
Fra:1 Mem:22.81M (Peak 22.81M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-0-panel-7-section-6-band-1
Fra:1 Mem:22.81M (Peak 22.81M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-0-panel-21-section-10-band-0
Fra:1 Mem:22.81M (Peak 22.81M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-0-panel-7-section-6-band-2
Fra:1 Mem:22.81M (Peak 22.81M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-0-panel-21-section-9-band-2
Fra:1 Mem:22.82M (Peak 22.82M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-0-panel-7-section-7-band-2
Fra:1 Mem:22.82M (Peak 22.82M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-0-panel-21-section-9-band-1
Fra:1 Mem:22.82M (Peak 22.82M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-0-panel-7-section-8-band-1
Fra:1 Mem:22.82M (Peak 22.82M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-0-panel-21-section-9-band-0
Fra:1 Mem:22.82M (Peak 22.82M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-0-panel-21-section-8-band-2
Fra:1 Mem:22.82M (Peak 22.82M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-0-panel-7-section-8-band-2
Fra:1 Mem:22.82M (Peak 22.82M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-0-panel-21-section-8-band-1
Fra:1 Mem:22.83M (Peak 22.83M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | GEO-native-regional-fracture-2-panel-8-section-2-band-0
